2025-03-18 09:18:50,772 | INFO     | magic_formula_tire.py:15 | Starting Car.py Script
2025-03-18 09:23:22,163 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:23:22,163 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:23:22,163 | INFO     | helper_functions.py:50 | Starting data update for front_right:{'vertical_load': np.float64(502.6263992123358)} at time 0.1
2025-03-18 09:23:22,164 | INFO     | helper_functions.py:50 | Starting data update for front_left:{'vertical_load': np.float64(502.6263992123358)} at time 0.1
2025-03-18 09:23:22,165 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'vertical_load': np.float64(723.6236007876641)} at time 0.1
2025-03-18 09:23:22,166 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'vertical_load': np.float64(723.6236007876641)} at time 0.1
2025-03-18 09:23:22,168 | WARNING  | helper_functions.py:94 | Error: Time index '0.1' or column 'Fx' not found.
2025-03-18 09:23:22,168 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'Fx': np.float64(343.79469672603364), 'Fy': np.float64(-0.0), 'Fz': np.float64(723.6236007876641), 'Mz': np.float64(0.0), 'max_Fx': np.float64(581.4396313403475), 'desired_Fx': np.float64(581.4396313403475), 'desired_Fy': np.float64(0.0), 'slip_ratio': 3.4632022172017787, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.040543928131997274)} at time 0.1
2025-03-18 09:23:22,170 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'Fx': np.float64(343.79469672603364), 'Fy': np.float64(-0.0), 'Fz': np.float64(723.6236007876641), 'Mz': np.float64(0.0), 'max_Fx': np.float64(581.4396313403475), 'desired_Fx': np.float64(581.4396313403475), 'desired_Fy': 0, 'slip_ratio': 3.4632022172017787, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.040543928131997274), 'longitudinal_mode': 'accelerate'} at time 0.1
2025-03-18 09:23:22,171 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'x_friction': np.float64(343.79469672603364), 'y_friction': np.float64(-0.0)} at time 0.1
2025-03-18 09:23:22,172 | WARNING  | helper_functions.py:94 | Error: Time index '0.1' or column 'Fx' not found.
2025-03-18 09:23:22,172 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'Fx': np.float64(343.79469672603364), 'Fy': np.float64(-0.0), 'Fz': np.float64(723.6236007876641), 'Mz': np.float64(0.0), 'max_Fx': np.float64(581.4396313403475), 'desired_Fx': np.float64(581.4396313403475), 'desired_Fy': np.float64(0.0), 'slip_ratio': 3.4632022172017787, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.040543928131997274)} at time 0.1
2025-03-18 09:23:22,174 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'Fx': np.float64(343.79469672603364), 'Fy': np.float64(-0.0), 'Fz': np.float64(723.6236007876641), 'Mz': np.float64(0.0), 'max_Fx': np.float64(581.4396313403475), 'desired_Fx': np.float64(581.4396313403475), 'desired_Fy': 0, 'slip_ratio': 3.4632022172017787, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.040543928131997274), 'longitudinal_mode': 'accelerate'} at time 0.1
2025-03-18 09:23:22,174 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'x_friction': np.float64(343.79469672603364), 'y_friction': np.float64(-0.0)} at time 0.1
2025-03-18 09:23:22,174 | INFO     | helper_functions.py:50 | Starting data update for front_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': -100} at time 0.1
2025-03-18 09:23:22,174 | INFO     | helper_functions.py:50 | Starting data update for front_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': -100} at time 0.1
2025-03-18 09:23:22,175 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'x_friction': np.float64(343.79469672603364), 'y_friction': np.float64(-0.0), 'rolling_resistance': -100} at time 0.1
2025-03-18 09:23:22,175 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'x_friction': np.float64(343.79469672603364), 'y_friction': np.float64(-0.0), 'rolling_resistance': -100} at time 0.1
2025-03-18 09:23:22,175 | INFO     | helper_functions.py:50 | Starting data update for cnt_grav:{'inertial_z': 0, 'inertial_x': 0, 'inertial_y': 0} at time 0.1
2025-03-18 09:23:24,483 | INFO     | car.py:166 | Calculating resultants at time : 0.1
2025-03-18 09:23:24,484 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was -100.0
2025-03-18 09:23:24,484 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:23:24,484 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 502.6263992123358
2025-03-18 09:23:24,484 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was -100.0
2025-03-18 09:23:24,485 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:23:24,485 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 502.6263992123358
2025-03-18 09:23:24,485 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 243.79469672603364
2025-03-18 09:23:24,485 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:23:24,485 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 723.6236007876641
2025-03-18 09:23:24,485 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 243.79469672603364
2025-03-18 09:23:24,485 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:23:24,485 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 723.6236007876641
2025-03-18 09:23:24,485 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['inertial_x']. Sum was 0
2025-03-18 09:23:24,485 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['inertial_y']. Sum was 0
2025-03-18 09:23:24,486 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['inertial_z']. Sum was 0
2025-03-18 09:23:24,486 | INFO     | car.py:283 | Timestep 0.1 had resultant forces of [np.float64(287.58939345206727), np.float64(0.0), np.float64(2452.5)] And resultant torques of [np.float64(1532.0052647991995), np.float64(1788.4525234694925), np.float64(304.8)]
2025-03-18 09:23:24,486 | INFO     | helper_functions.py:50 | Starting data update for vehicle_dataframe:{'acceleration': (np.float64(1.150357573808269), np.float64(0.0), np.float64(9.81))} at time 0.1
2025-03-18 09:23:24,486 | INFO     | helper_functions.py:50 | Starting data update for vehicle_dataframe:{'velocity': (np.float64(0.09806180682241072), np.float64(0.0), 0), 'position': (np.float64(0.00938183191828067), np.float64(0.0), 0)} at time 0.15000000000000002
2025-03-18 09:23:24,487 | DEBUG    | car.py:179 | After forces are applied; Position = (np.float64(0.00938183191828067), np.float64(0.0), 0) -- Velocity = (np.float64(0.09806180682241072), np.float64(0.0), 0) --
2025-03-18 09:24:25,570 | INFO     | magic_formula_tire.py:15 | Starting Car.py Script
2025-03-18 09:24:25,571 | INFO     | car.py:14 | Starting Car.py Script
2025-03-18 09:24:25,573 | INFO     | helper_functions.py:50 | Starting data update for vehicle_dataframe:{'velocity': (0, 0, 0), 'position': (0, 0, 0)} at time 0.05
2025-03-18 09:24:26,095 | INFO     | magic_formula_tire.py:461 | Generated force to slip lookup table.
2025-03-18 09:24:26,096 | DEBUG    | car.py:414 | Forces and Moments:
2025-03-18 09:24:26,096 | DEBUG    | car.py:418 | Slip Ratio and Angle:
2025-03-18 09:24:26,606 | INFO     | magic_formula_tire.py:461 | Generated force to slip lookup table.
2025-03-18 09:24:26,606 | DEBUG    | car.py:414 | Forces and Moments:
2025-03-18 09:24:26,606 | DEBUG    | car.py:418 | Slip Ratio and Angle:
2025-03-18 09:24:27,117 | INFO     | magic_formula_tire.py:461 | Generated force to slip lookup table.
2025-03-18 09:24:27,117 | DEBUG    | car.py:414 | Forces and Moments:
2025-03-18 09:24:27,117 | DEBUG    | car.py:418 | Slip Ratio and Angle:
2025-03-18 09:24:27,626 | INFO     | magic_formula_tire.py:461 | Generated force to slip lookup table.
2025-03-18 09:24:27,626 | DEBUG    | car.py:414 | Forces and Moments:
2025-03-18 09:24:27,626 | DEBUG    | car.py:418 | Slip Ratio and Angle:
2025-03-18 09:24:27,627 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-18 09:24:27,627 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-18 09:24:27,627 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-18 09:24:27,627 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-18 09:24:27,627 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-18 09:24:27,627 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-18 09:24:27,627 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-18 09:24:27,628 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-18 09:24:27,628 | INFO     | helper_functions.py:50 | Starting data update for front_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-18 09:24:27,629 | INFO     | helper_functions.py:50 | Starting data update for front_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-18 09:24:27,630 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-18 09:24:27,631 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-18 09:24:27,632 | INFO     | helper_functions.py:50 | Starting data update for front_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-18 09:24:27,632 | INFO     | helper_functions.py:50 | Starting data update for front_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-18 09:24:27,632 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-18 09:24:27,632 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-18 09:24:27,632 | INFO     | helper_functions.py:50 | Starting data update for cnt_grav:{'inertial_z': 0, 'inertial_x': 0, 'inertial_y': 0} at time 0.05
2025-03-18 09:24:27,633 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-18 09:24:27,633 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:27,633 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-18 09:24:27,633 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-18 09:24:27,633 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:27,633 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-18 09:24:27,633 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-18 09:24:27,634 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:27,634 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-18 09:24:27,634 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-18 09:24:27,634 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:27,634 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-18 09:24:27,634 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['inertial_x']. Sum was 0
2025-03-18 09:24:27,634 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['inertial_y']. Sum was 0
2025-03-18 09:24:27,634 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['inertial_z']. Sum was 0
2025-03-18 09:24:27,634 | INFO     | car.py:283 | Timestep 0.05 had resultant forces of [np.float64(0.0), np.float64(0.0), np.float64(2452.5)] And resultant torques of [np.float64(1868.805), np.float64(1868.8049999999998), np.float64(0.0)]
2025-03-18 09:24:27,634 | INFO     | helper_functions.py:50 | Starting data update for vehicle_dataframe:{'acceleration': (np.float64(0.0), np.float64(0.0), np.float64(9.81))} at time 0.05
2025-03-18 09:24:27,634 | INFO     | helper_functions.py:50 | Starting data update for vehicle_dataframe:{'velocity': (np.float64(0.0), np.float64(0.0), 0), 'position': (np.float64(0.0), np.float64(0.0), 0)} at time 0.1
2025-03-18 09:24:27,635 | DEBUG    | car.py:105 | After forces are applied; Position = (np.float64(0.0), np.float64(0.0), 0) -- Velocity = (np.float64(0.0), np.float64(0.0), 0) --
2025-03-18 09:24:27,635 | DEBUG    | helper_functions.py:144 | All objects to combine were TimeSeries
2025-03-18 09:24:27,638 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-18 09:24:27,638 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-18 09:24:27,638 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-18 09:24:27,638 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-18 09:24:27,638 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-18 09:24:27,638 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:27,638 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:27,638 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:27,638 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:27,638 | INFO     | helper_functions.py:50 | Starting data update for front_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-18 09:24:27,639 | INFO     | helper_functions.py:50 | Starting data update for front_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-18 09:24:27,639 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-18 09:24:27,639 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-18 09:24:27,639 | WARNING  | helper_functions.py:94 | Error: Time index '0.05' or column 'Fx' not found.
2025-03-18 09:24:27,639 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'Fx': np.float64(301.35982032999317), 'Fy': np.float64(-0.0), 'Fz': np.float64(613.125), 'Mz': np.float64(0.0), 'max_Fx': np.float64(500.8346537514665), 'desired_Fx': np.float64(500.8346537514665), 'desired_Fy': 0.0, 'slip_ratio': 2.8780625292603683, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.0)} at time 0.05
2025-03-18 09:24:27,641 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'Fx': np.float64(301.35982032999317), 'Fy': np.float64(-0.0), 'Fz': np.float64(613.125), 'Mz': np.float64(0.0), 'max_Fx': np.float64(500.8346537514665), 'desired_Fx': np.float64(500.8346537514665), 'desired_Fy': 0, 'slip_ratio': 2.8780625292603683, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.0), 'longitudinal_mode': 'accelerate'} at time 0.05
2025-03-18 09:24:27,641 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'x_friction': np.float64(301.35982032999317), 'y_friction': np.float64(-0.0)} at time 0.05
2025-03-18 09:24:27,642 | WARNING  | helper_functions.py:94 | Error: Time index '0.05' or column 'Fx' not found.
2025-03-18 09:24:27,642 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'Fx': np.float64(301.35982032999317), 'Fy': np.float64(-0.0), 'Fz': np.float64(613.125), 'Mz': np.float64(0.0), 'max_Fx': np.float64(500.8346537514665), 'desired_Fx': np.float64(500.8346537514665), 'desired_Fy': 0.0, 'slip_ratio': 2.8780625292603683, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.0)} at time 0.05
2025-03-18 09:24:27,643 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'Fx': np.float64(301.35982032999317), 'Fy': np.float64(-0.0), 'Fz': np.float64(613.125), 'Mz': np.float64(0.0), 'max_Fx': np.float64(500.8346537514665), 'desired_Fx': np.float64(500.8346537514665), 'desired_Fy': 0, 'slip_ratio': 2.8780625292603683, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.0), 'longitudinal_mode': 'accelerate'} at time 0.05
2025-03-18 09:24:27,643 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'x_friction': np.float64(301.35982032999317), 'y_friction': np.float64(-0.0)} at time 0.05
2025-03-18 09:24:27,643 | INFO     | helper_functions.py:50 | Starting data update for front_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': -100} at time 0.05
2025-03-18 09:24:27,644 | INFO     | helper_functions.py:50 | Starting data update for front_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': -100} at time 0.05
2025-03-18 09:24:27,644 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'x_friction': np.float64(301.35982032999317), 'y_friction': np.float64(-0.0), 'rolling_resistance': -100} at time 0.05
2025-03-18 09:24:27,644 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'x_friction': np.float64(301.35982032999317), 'y_friction': np.float64(-0.0), 'rolling_resistance': -100} at time 0.05
2025-03-18 09:24:27,644 | INFO     | helper_functions.py:50 | Starting data update for cnt_grav:{'inertial_z': 0, 'inertial_x': 0, 'inertial_y': 0} at time 0.05
2025-03-18 09:24:29,720 | INFO     | car.py:166 | Calculating resultants at time : 0.05
2025-03-18 09:24:29,721 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was -100.0
2025-03-18 09:24:29,721 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:29,721 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was -100.0
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 201.35982032999317
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 201.35982032999317
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['inertial_x']. Sum was 0
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['inertial_y']. Sum was 0
2025-03-18 09:24:29,722 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['inertial_z']. Sum was 0
2025-03-18 09:24:29,722 | INFO     | car.py:283 | Timestep 0.05 had resultant forces of [np.float64(202.71964065998634), np.float64(0.0), np.float64(2452.5)] And resultant torques of [np.float64(1868.805), np.float64(1812.1651323995998), np.float64(304.8)]
2025-03-18 09:24:29,723 | INFO     | helper_functions.py:50 | Starting data update for vehicle_dataframe:{'acceleration': (np.float64(0.8108785626399454), np.float64(0.0), np.float64(9.81))} at time 0.05
2025-03-18 09:24:29,723 | INFO     | helper_functions.py:50 | Starting data update for vehicle_dataframe:{'velocity': (np.float64(0.040543928131997274), np.float64(0.0), 0), 'position': (np.float64(0.003040794609899796), np.float64(0.0), 0)} at time 0.1
2025-03-18 09:24:29,723 | DEBUG    | car.py:179 | After forces are applied; Position = (np.float64(0.003040794609899796), np.float64(0.0), 0) -- Velocity = (np.float64(0.040543928131997274), np.float64(0.0), 0) --
2025-03-18 09:24:31,955 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 201.35982032999317
2025-03-18 09:24:31,955 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 201.35982032999317
2025-03-18 09:24:31,955 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was -100.0
2025-03-18 09:24:31,955 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was -100.0
2025-03-18 09:24:31,955 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:31,955 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:31,955 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:31,955 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:31,955 | INFO     | helper_functions.py:50 | Starting data update for front_right:{'vertical_load': np.float64(502.6263992123358)} at time 0.1
2025-03-18 09:24:31,957 | INFO     | helper_functions.py:50 | Starting data update for front_left:{'vertical_load': np.float64(502.6263992123358)} at time 0.1
2025-03-18 09:24:31,958 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'vertical_load': np.float64(723.6236007876641)} at time 0.1
2025-03-18 09:24:31,958 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'vertical_load': np.float64(723.6236007876641)} at time 0.1
2025-03-18 09:24:31,960 | WARNING  | helper_functions.py:94 | Error: Time index '0.1' or column 'Fx' not found.
2025-03-18 09:24:31,960 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'Fx': np.float64(343.79469672603364), 'Fy': np.float64(-0.0), 'Fz': np.float64(723.6236007876641), 'Mz': np.float64(0.0), 'max_Fx': np.float64(581.4396313403475), 'desired_Fx': np.float64(581.4396313403475), 'desired_Fy': np.float64(0.0), 'slip_ratio': 3.4632022172017787, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.040543928131997274)} at time 0.1
2025-03-18 09:24:31,961 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'Fx': np.float64(343.79469672603364), 'Fy': np.float64(-0.0), 'Fz': np.float64(723.6236007876641), 'Mz': np.float64(0.0), 'max_Fx': np.float64(581.4396313403475), 'desired_Fx': np.float64(581.4396313403475), 'desired_Fy': 0, 'slip_ratio': 3.4632022172017787, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.040543928131997274), 'longitudinal_mode': 'accelerate'} at time 0.1
2025-03-18 09:24:31,962 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'x_friction': np.float64(343.79469672603364), 'y_friction': np.float64(-0.0)} at time 0.1
2025-03-18 09:24:31,962 | WARNING  | helper_functions.py:94 | Error: Time index '0.1' or column 'Fx' not found.
2025-03-18 09:24:31,963 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'Fx': np.float64(343.79469672603364), 'Fy': np.float64(-0.0), 'Fz': np.float64(723.6236007876641), 'Mz': np.float64(0.0), 'max_Fx': np.float64(581.4396313403475), 'desired_Fx': np.float64(581.4396313403475), 'desired_Fy': np.float64(0.0), 'slip_ratio': 3.4632022172017787, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.040543928131997274)} at time 0.1
2025-03-18 09:24:31,964 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'Fx': np.float64(343.79469672603364), 'Fy': np.float64(-0.0), 'Fz': np.float64(723.6236007876641), 'Mz': np.float64(0.0), 'max_Fx': np.float64(581.4396313403475), 'desired_Fx': np.float64(581.4396313403475), 'desired_Fy': 0, 'slip_ratio': 3.4632022172017787, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.040543928131997274), 'longitudinal_mode': 'accelerate'} at time 0.1
2025-03-18 09:24:31,965 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'x_friction': np.float64(343.79469672603364), 'y_friction': np.float64(-0.0)} at time 0.1
2025-03-18 09:24:31,965 | INFO     | helper_functions.py:50 | Starting data update for front_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': -100} at time 0.1
2025-03-18 09:24:31,965 | INFO     | helper_functions.py:50 | Starting data update for front_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': -100} at time 0.1
2025-03-18 09:24:31,965 | INFO     | helper_functions.py:50 | Starting data update for rear_right:{'x_friction': np.float64(343.79469672603364), 'y_friction': np.float64(-0.0), 'rolling_resistance': -100} at time 0.1
2025-03-18 09:24:31,965 | INFO     | helper_functions.py:50 | Starting data update for rear_left:{'x_friction': np.float64(343.79469672603364), 'y_friction': np.float64(-0.0), 'rolling_resistance': -100} at time 0.1
2025-03-18 09:24:31,965 | INFO     | helper_functions.py:50 | Starting data update for cnt_grav:{'inertial_z': 0, 'inertial_x': 0, 'inertial_y': 0} at time 0.1
2025-03-18 09:24:39,200 | INFO     | car.py:166 | Calculating resultants at time : 0.1
2025-03-18 09:24:39,201 | DEBUG    | car.py:387 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was -100.0
2025-03-18 09:24:39,202 | DEBUG    | car.py:387 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-18 09:24:39,202 | DEBUG    | car.py:387 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 502.6263992123358
