2025-03-17 09:36:01,232 | INFO     | car.py:13 | Starting Car.py Script
2025-03-17 13:48:03,766 | DEBUG    | car.py:399 | Slip Ratio and Angle:
2025-03-17 13:48:03,767 | DEBUG    | car.py:368 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 13:48:03,767 | DEBUG    | car.py:368 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 13:48:03,767 | DEBUG    | car.py:368 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 13:48:03,767 | DEBUG    | car.py:368 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 13:48:03,768 | DEBUG    | car.py:368 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 13:48:03,768 | DEBUG    | car.py:368 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 13:48:03,768 | DEBUG    | car.py:368 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 13:48:03,768 | DEBUG    | car.py:368 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 13:48:03,768 | INFO     | helper_functions.py:34 | Starting data update for front_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 13:48:03,769 | INFO     | helper_functions.py:34 | Starting data update for front_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 13:48:03,770 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 13:48:03,771 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 13:48:03,772 | INFO     | helper_functions.py:34 | Starting data update for front_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 13:48:03,773 | INFO     | helper_functions.py:34 | Starting data update for front_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 13:48:03,773 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 13:48:03,773 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 13:48:03,774 | INFO     | helper_functions.py:34 | Starting data update for cnt_grav:{'inertial_z': 0, 'inertial_x': 0, 'inertial_y': 0} at time 0.05
2025-03-17 13:48:03,774 | DEBUG    | car.py:368 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in x direction. Forces are : ['inertial_x']. Sum was 0
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in y direction. Forces are : ['inertial_y']. Sum was 0
2025-03-17 13:48:03,775 | DEBUG    | car.py:368 | Returning total forces in z direction. Forces are : ['inertial_z']. Sum was 0
2025-03-17 13:48:03,776 | INFO     | car.py:277 | Timestep 0.05 had resultant forces of [np.float64(0.0), np.float64(0.0), np.float64(2452.5)] And resultant torques of [np.float64(1868.805), np.float64(1868.8049999999998), np.float64(0.0)]
2025-03-17 13:48:03,776 | INFO     | helper_functions.py:34 | Starting data update for vehicle_dataframe:{'acceleration': (np.float64(0.0), np.float64(0.0), np.float64(9.81))} at time 0.05
2025-03-17 13:48:03,777 | INFO     | helper_functions.py:34 | Starting data update for vehicle_dataframe:{'velocity': (np.float64(0.0), np.float64(0.0), 0), 'position': (np.float64(0.0), np.float64(0.0), 0)} at time 0.1
2025-03-17 13:48:03,777 | DEBUG    | car.py:104 | After forces are applied; Position = (np.float64(0.0), np.float64(0.0), 0) -- Velocity = (np.float64(0.0), np.float64(0.0), 0) --
2025-03-17 13:48:03,777 | DEBUG    | helper_functions.py:119 | All objects to combine were TimeSeries
2025-03-17 13:48:03,780 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 14:31:42,184 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 14:31:42,643 | DEBUG    | car.py:394 | Forces and Moments:
2025-03-17 14:31:42,643 | DEBUG    | car.py:398 | Slip Ratio and Angle:
2025-03-17 14:31:43,100 | DEBUG    | car.py:394 | Forces and Moments:
2025-03-17 14:31:43,100 | DEBUG    | car.py:398 | Slip Ratio and Angle:
2025-03-17 14:31:43,568 | DEBUG    | car.py:394 | Forces and Moments:
2025-03-17 14:31:43,568 | DEBUG    | car.py:398 | Slip Ratio and Angle:
2025-03-17 14:31:44,030 | DEBUG    | car.py:394 | Forces and Moments:
2025-03-17 14:31:44,030 | DEBUG    | car.py:398 | Slip Ratio and Angle:
2025-03-17 14:31:44,031 | DEBUG    | car.py:367 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:31:44,031 | DEBUG    | car.py:367 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:31:44,032 | DEBUG    | car.py:367 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:31:44,032 | DEBUG    | car.py:367 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:31:44,032 | DEBUG    | car.py:367 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:31:44,032 | DEBUG    | car.py:367 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:31:44,032 | DEBUG    | car.py:367 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:31:44,032 | DEBUG    | car.py:367 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:31:44,032 | INFO     | helper_functions.py:34 | Starting data update for front_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:31:44,034 | INFO     | helper_functions.py:34 | Starting data update for front_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:31:44,035 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:31:44,036 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:31:44,037 | INFO     | helper_functions.py:34 | Starting data update for front_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:31:44,038 | INFO     | helper_functions.py:34 | Starting data update for front_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:31:44,038 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:31:44,038 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:31:44,039 | INFO     | helper_functions.py:34 | Starting data update for cnt_grav:{'inertial_z': 0, 'inertial_x': 0, 'inertial_y': 0} at time 0.05
2025-03-17 14:31:44,040 | DEBUG    | car.py:367 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:31:44,040 | DEBUG    | car.py:367 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:31:44,040 | DEBUG    | car.py:367 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:31:44,040 | DEBUG    | car.py:367 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:31:44,040 | DEBUG    | car.py:367 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:31:44,040 | DEBUG    | car.py:367 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:31:44,040 | DEBUG    | car.py:367 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:31:44,040 | DEBUG    | car.py:367 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:31:44,040 | DEBUG    | car.py:367 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:31:44,040 | DEBUG    | car.py:367 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:31:44,041 | DEBUG    | car.py:367 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:31:44,041 | DEBUG    | car.py:367 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:31:44,041 | DEBUG    | car.py:367 | Returning total forces in x direction. Forces are : ['inertial_x']. Sum was 0
2025-03-17 14:31:44,041 | DEBUG    | car.py:367 | Returning total forces in y direction. Forces are : ['inertial_y']. Sum was 0
2025-03-17 14:31:44,041 | DEBUG    | car.py:367 | Returning total forces in z direction. Forces are : ['inertial_z']. Sum was 0
2025-03-17 14:31:44,041 | INFO     | car.py:280 | Timestep 0.05 had resultant forces of [np.float64(0.0), np.float64(0.0), np.float64(2452.5)] And resultant torques of [np.float64(1868.805), np.float64(1868.8049999999998), np.float64(0.0)]
2025-03-17 14:31:44,041 | INFO     | helper_functions.py:34 | Starting data update for vehicle_dataframe:{'acceleration': (np.float64(0.0), np.float64(0.0), np.float64(9.81))} at time 0.05
2025-03-17 14:31:44,042 | INFO     | helper_functions.py:34 | Starting data update for vehicle_dataframe:{'velocity': (np.float64(0.0), np.float64(0.0), 0), 'position': (np.float64(0.0), np.float64(0.0), 0)} at time 0.1
2025-03-17 14:31:44,043 | DEBUG    | car.py:104 | After forces are applied; Position = (np.float64(0.0), np.float64(0.0), 0) -- Velocity = (np.float64(0.0), np.float64(0.0), 0) --
2025-03-17 14:31:44,043 | DEBUG    | helper_functions.py:119 | All objects to combine were TimeSeries
2025-03-17 14:31:44,046 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 14:33:12,037 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 14:33:12,496 | DEBUG    | car.py:390 | Forces and Moments:
2025-03-17 14:33:12,496 | DEBUG    | car.py:394 | Slip Ratio and Angle:
2025-03-17 14:33:12,949 | DEBUG    | car.py:390 | Forces and Moments:
2025-03-17 14:33:12,949 | DEBUG    | car.py:394 | Slip Ratio and Angle:
2025-03-17 14:33:13,409 | DEBUG    | car.py:390 | Forces and Moments:
2025-03-17 14:33:13,409 | DEBUG    | car.py:394 | Slip Ratio and Angle:
2025-03-17 14:33:13,869 | DEBUG    | car.py:390 | Forces and Moments:
2025-03-17 14:33:13,869 | DEBUG    | car.py:394 | Slip Ratio and Angle:
2025-03-17 14:33:13,870 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:33:13,870 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:33:13,870 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:33:13,870 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:33:13,870 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:33:13,870 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:33:13,870 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:33:13,871 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:33:13,871 | INFO     | helper_functions.py:34 | Starting data update for front_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:33:13,872 | INFO     | helper_functions.py:34 | Starting data update for front_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:33:13,873 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:33:13,874 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:33:13,875 | INFO     | helper_functions.py:34 | Starting data update for front_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:33:13,876 | INFO     | helper_functions.py:34 | Starting data update for front_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:33:13,876 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:33:13,877 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:33:13,877 | INFO     | helper_functions.py:34 | Starting data update for cnt_grav:{'inertial_z': 0, 'inertial_x': 0, 'inertial_y': 0} at time 0.05
2025-03-17 14:33:13,878 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:33:13,878 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:33:13,878 | DEBUG    | car.py:363 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:33:13,878 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:33:13,878 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:33:13,879 | DEBUG    | car.py:363 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:33:13,879 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:33:13,879 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:33:13,879 | DEBUG    | car.py:363 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:33:13,879 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:33:13,879 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:33:13,879 | DEBUG    | car.py:363 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:33:13,879 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['inertial_x']. Sum was 0
2025-03-17 14:33:13,879 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['inertial_y']. Sum was 0
2025-03-17 14:33:13,879 | DEBUG    | car.py:363 | Returning total forces in z direction. Forces are : ['inertial_z']. Sum was 0
2025-03-17 14:33:13,880 | INFO     | car.py:280 | Timestep 0.05 had resultant forces of [np.float64(0.0), np.float64(0.0), np.float64(2452.5)] And resultant torques of [np.float64(1868.805), np.float64(1868.8049999999998), np.float64(0.0)]
2025-03-17 14:33:13,880 | INFO     | helper_functions.py:34 | Starting data update for vehicle_dataframe:{'acceleration': (np.float64(0.0), np.float64(0.0), np.float64(9.81))} at time 0.05
2025-03-17 14:33:13,881 | INFO     | helper_functions.py:34 | Starting data update for vehicle_dataframe:{'velocity': (np.float64(0.0), np.float64(0.0), 0), 'position': (np.float64(0.0), np.float64(0.0), 0)} at time 0.1
2025-03-17 14:33:13,882 | DEBUG    | car.py:104 | After forces are applied; Position = (np.float64(0.0), np.float64(0.0), 0) -- Velocity = (np.float64(0.0), np.float64(0.0), 0) --
2025-03-17 14:33:13,882 | DEBUG    | helper_functions.py:119 | All objects to combine were TimeSeries
2025-03-17 14:33:13,885 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 14:33:13,886 | WARNING  | helper_functions.py:74 | Error: Time index '0.05' or column 'Fx' not found.
2025-03-17 14:33:13,886 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'Fx': np.float64(101.87504748105238), 'Fy': np.float64(0.0), 'Fz': np.float64(613.125), 'Mz': np.float64(-0.0), 'max_Fx': np.float64(539.5232473308253), 'desired_Fx': np.float64(539.5232473308253), 'desired_Fy': 0.0, 'slip_ratio': 0.008805374315364732, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.0)} at time 0.05
2025-03-17 14:33:13,887 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'Fx': np.float64(101.87504748105238), 'Fy': np.float64(0.0), 'Fz': np.float64(613.125), 'Mz': np.float64(-0.0), 'max_Fx': np.float64(539.5232473308253), 'desired_Fx': np.float64(539.5232473308253), 'desired_Fy': 0, 'slip_ratio': 0.008805374315364732, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.0), 'longitudinal_mode': 'accelerate'} at time 0.05
2025-03-17 14:33:13,889 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'x_friction': np.float64(101.87504748105238), 'y_friction': np.float64(0.0)} at time 0.05
2025-03-17 14:33:13,889 | WARNING  | helper_functions.py:74 | Error: Time index '0.05' or column 'Fx' not found.
2025-03-17 14:33:13,890 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'Fx': np.float64(101.87504748105238), 'Fy': np.float64(0.0), 'Fz': np.float64(613.125), 'Mz': np.float64(-0.0), 'max_Fx': np.float64(539.5232473308253), 'desired_Fx': np.float64(539.5232473308253), 'desired_Fy': 0.0, 'slip_ratio': 0.008805374315364732, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.0)} at time 0.05
2025-03-17 14:33:13,891 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'Fx': np.float64(101.87504748105238), 'Fy': np.float64(0.0), 'Fz': np.float64(613.125), 'Mz': np.float64(-0.0), 'max_Fx': np.float64(539.5232473308253), 'desired_Fx': np.float64(539.5232473308253), 'desired_Fy': 0, 'slip_ratio': 0.008805374315364732, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.0), 'longitudinal_mode': 'accelerate'} at time 0.05
2025-03-17 14:33:13,892 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'x_friction': np.float64(101.87504748105238), 'y_friction': np.float64(0.0)} at time 0.05
2025-03-17 14:33:40,268 | INFO     | car.py:14 | Starting Car.py Script
2025-03-17 14:33:40,727 | DEBUG    | car.py:390 | Forces and Moments:
2025-03-17 14:33:40,727 | DEBUG    | car.py:394 | Slip Ratio and Angle:
2025-03-17 14:33:41,183 | DEBUG    | car.py:390 | Forces and Moments:
2025-03-17 14:33:41,184 | DEBUG    | car.py:394 | Slip Ratio and Angle:
2025-03-17 14:33:41,639 | DEBUG    | car.py:390 | Forces and Moments:
2025-03-17 14:33:41,639 | DEBUG    | car.py:394 | Slip Ratio and Angle:
2025-03-17 14:33:42,095 | DEBUG    | car.py:390 | Forces and Moments:
2025-03-17 14:33:42,096 | DEBUG    | car.py:394 | Slip Ratio and Angle:
2025-03-17 14:33:42,097 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:33:42,097 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:33:42,097 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:33:42,097 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0
2025-03-17 14:33:42,097 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:33:42,097 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:33:42,097 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:33:42,097 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0
2025-03-17 14:33:42,097 | INFO     | helper_functions.py:34 | Starting data update for front_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:33:42,099 | INFO     | helper_functions.py:34 | Starting data update for front_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:33:42,100 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:33:42,101 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'vertical_load': np.float64(613.125)} at time 0.05
2025-03-17 14:33:42,102 | INFO     | helper_functions.py:34 | Starting data update for front_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:33:42,103 | INFO     | helper_functions.py:34 | Starting data update for front_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:33:42,103 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:33:42,103 | INFO     | helper_functions.py:34 | Starting data update for rear_left:{'x_friction': 0, 'y_friction': 0, 'rolling_resistance': 0} at time 0.05
2025-03-17 14:33:42,104 | INFO     | helper_functions.py:34 | Starting data update for cnt_grav:{'inertial_z': 0, 'inertial_x': 0, 'inertial_y': 0} at time 0.05
2025-03-17 14:33:42,104 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:33:42,104 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:33:42,104 | DEBUG    | car.py:363 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:33:42,104 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['x_friction', 'rolling_resistance']. Sum was 0.0
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['y_friction']. Sum was 0.0
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in z direction. Forces are : ['vertical_load']. Sum was 613.125
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in x direction. Forces are : ['inertial_x']. Sum was 0
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in y direction. Forces are : ['inertial_y']. Sum was 0
2025-03-17 14:33:42,105 | DEBUG    | car.py:363 | Returning total forces in z direction. Forces are : ['inertial_z']. Sum was 0
2025-03-17 14:33:42,105 | INFO     | car.py:280 | Timestep 0.05 had resultant forces of [np.float64(0.0), np.float64(0.0), np.float64(2452.5)] And resultant torques of [np.float64(1868.805), np.float64(1868.8049999999998), np.float64(0.0)]
2025-03-17 14:33:42,105 | INFO     | helper_functions.py:34 | Starting data update for vehicle_dataframe:{'acceleration': (np.float64(0.0), np.float64(0.0), np.float64(9.81))} at time 0.05
2025-03-17 14:33:42,106 | INFO     | helper_functions.py:34 | Starting data update for vehicle_dataframe:{'velocity': (np.float64(0.0), np.float64(0.0), 0), 'position': (np.float64(0.0), np.float64(0.0), 0)} at time 0.1
2025-03-17 14:33:42,107 | DEBUG    | car.py:104 | After forces are applied; Position = (np.float64(0.0), np.float64(0.0), 0) -- Velocity = (np.float64(0.0), np.float64(0.0), 0) --
2025-03-17 14:33:42,107 | DEBUG    | helper_functions.py:119 | All objects to combine were TimeSeries
2025-03-17 14:33:42,110 | INFO     | acceleration_tester.py:12 | Starting Acceleration.py Script
2025-03-17 14:33:42,111 | WARNING  | helper_functions.py:74 | Error: Time index '0.05' or column 'Fx' not found.
2025-03-17 14:33:42,111 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'Fx': np.float64(101.87504748105238), 'Fy': np.float64(0.0), 'Fz': np.float64(613.125), 'Mz': np.float64(-0.0), 'max_Fx': np.float64(539.5232473308253), 'desired_Fx': np.float64(539.5232473308253), 'desired_Fy': 0.0, 'slip_ratio': 0.008805374315364732, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.0)} at time 0.05
2025-03-17 14:33:42,112 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'Fx': np.float64(101.87504748105238), 'Fy': np.float64(0.0), 'Fz': np.float64(613.125), 'Mz': np.float64(-0.0), 'max_Fx': np.float64(539.5232473308253), 'desired_Fx': np.float64(539.5232473308253), 'desired_Fy': 0, 'slip_ratio': 0.008805374315364732, 'slip_angle': 0.0, 'angular_velocity': np.float64(nan), 'Vx': np.float64(0.0), 'longitudinal_mode': 'accelerate'} at time 0.05
2025-03-17 14:33:42,113 | INFO     | helper_functions.py:34 | Starting data update for rear_right:{'x_friction': np.float64(101.87504748105238), 'y_friction': np.float64(0.0)} at time 0.05
2025-03-17 14:33:42,114 | WARNING  | helper_functions.py:74 | Error: Time index '0.05' or column 'Fx' not found.
